"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"LAMP2","LAMP2",-0.270521261991738,12.2439293435844,-3.65807786223076,0.000389534587484872,0.0016828986032271,-0.792715607621849
"KCNT2","KCNT2",0.903835227899689,2.8685663539823,3.65797811154421,0.000389669826332579,0.0016831359776599,-0.793041998778039
"NUP205","NUP205",-0.368930901057277,8.68022588493981,-3.65704762709694,0.000390933491570677,0.00168824636388639,-0.796086272092878
"ZNF513","ZNF513",-0.396432637683041,6.5855220186218,-3.65572591880143,0.000392735139770691,0.00169548173791773,-0.800409471258975
"TMEM165","TMEM165",-0.328670629113267,10.2005678508897,-3.65569989254782,0.000392770695512284,0.00169548173791773,-0.800494588687327
"RNF214","RNF214",-0.241563086800621,5.93921910620986,-3.65558545966021,0.000392927064060835,0.00169580751839473,-0.800868829500738
"YIPF6","YIPF6",-0.633697301540678,7.35529577754616,-3.65532940563501,0.000393277166505998,0.00169663713812018,-0.801706194171638
"MUC1","MUC1",-1.03573436452428,12.4124630683702,-3.65532647994817,0.000393281168501382,0.00169663713812018,-0.801715761678771
"MRPL28","MRPL28",-0.365580723726306,7.95638664121175,-3.65476054720872,0.000394056023517721,0.00169963011625071,-0.803566347636118
"LOC101927143","LOC101927143",0.116598327984364,4.11985110579279,3.65420135998488,0.000394823062505321,0.00170219756274454,-0.805394655113759
"NNT","NNT",-0.49670116244619,9.26863721388611,-3.65416347693162,0.000394875077917005,0.00170219756274454,-0.805518508855717
"ADGRB2","ADGRB2",-0.388288037402697,2.40255850761876,-3.65414904674286,0.000394894893026748,0.00170219756274454,-0.805565686226184
"LOC100128108","LOC100128108",0.313441768652037,2.83109308849558,3.65338639736789,0.000395943481517688,0.00170622637689686,-0.80805884766345
"SENP7","SENP7",0.952271438401395,3.65174338354884,3.65335091245557,0.000395992334872782,0.00170622637689686,-0.808174840720693
"COL4A5","COL4A5",0.914223857667711,8.36247756816507,3.65314332412915,0.000396278243565992,0.00170710738627833,-0.808853387586353
"MIPEPP3","MIPEPP3",0.369032301567399,5.6261466460177,3.65236657310334,0.000397349787550749,0.0017113717375465,-0.811392096088787
"ERGIC2","ERGIC2",-0.424447424935459,9.88586738313376,-3.652122930808,0.000397686461935459,0.00171246992914772,-0.812188321574617
"LSM12","LSM12",-0.638007911426627,4.89824912705955,-3.6518845509958,0.000398016125813076,0.00171353748804553,-0.812967308864114
"N4BP3","N4BP3",0.370527599612012,3.57836953862653,3.6511469400932,0.000399037833788192,0.00171758338231377,-0.815377451097135
"GUCY1B2","GUCY1B2",-0.372668199787194,2.42431153550059,-3.65103307841675,0.000399195771326669,0.00171791044109005,-0.815749459861529
"INTS11","INTS11",-0.250342114124796,8.88047983290279,-3.6506249704503,0.000399762344288809,0.00171999553796839,-0.817082755015131
"UGT1A9","UGT1A9",-0.973018434523668,4.2132242232617,-3.6499428631164,0.000400711008355976,0.00172372340594253,-0.819310949209822
"GZMM","GZMM",0.343243028180042,5.16062701509065,3.6496728036877,0.000401087191390572,0.00172498762944792,-0.820193043869523
"COMMD3","COMMD3",-0.268187418213259,10.5569961234627,-3.6493182899082,0.000401581523851968,0.00172675936471486,-0.821350913846019
"SSU72","SSU72",-0.298901931909429,11.1006972561696,-3.64845272477652,0.000402790888602181,0.00173160430821963,-0.824177546819425
"ITIH3","ITIH3",0.549813110665643,4.93678293223699,3.64778777298504,0.000403722298076109,0.00173503966502709,-0.826348689175004
"FTSJ3","FTSJ3",-0.350724355899114,8.42765739520506,-3.64776407264498,0.000403755533155336,0.00173503966502709,-0.826426067714063
"HEBP2","HEBP2",-0.414740295380043,10.5791137756088,-3.64626638798188,0.000405861003584996,0.00174372993587798,-0.831315013205641
"KCNN3","KCNN3",0.676370269578129,6.02427588195944,3.64543983688526,0.000407027429768848,0.00174828481893508,-0.834012478126481
"CEP162","CEP162",0.493304929684824,4.82425094191217,3.64539699232051,0.000407087978304653,0.00174828481893508,-0.834152289066679
"UGT1A6","UGT1A6",-1.00029772440672,2.76365398892473,-3.64456912609299,0.000408259605819488,0.00175269367024266,-0.836853539434852
"TAF2","TAF2",-0.305190241069889,5.44819435503862,-3.64452234806954,0.000408325903028845,0.00175269367024266,-0.837006157380005
"RBP1","RBP1",0.742076111630416,8.80447450178522,3.64449447071661,0.000408365417682718,0.00175269367024266,-0.837097109279453
"GGT3P","GGT3P",-0.296177397492163,4.55186976106195,-3.64425109976117,0.000408710536742316,0.00175381393872827,-0.837891101576703
"REXO4","REXO4",-0.206440795355228,7.54431769070788,-3.64419243790631,0.00040879376512863,0.00175381393872827,-0.838082478334842
"SASH3","SASH3",0.672245321091694,8.64850521238615,3.6437099906878,0.000409478861375201,0.00175639367549559,-0.83965630853545
"XKR8","XKR8",-0.281472547542161,8.13582584342984,-3.64321805385451,0.0004101785523063,0.0017590349454674,-0.841260926987957
"IGHD","IGHD",-1.61027937091759,8.80974056938337,-3.64237769444513,0.000411376429760117,0.00176381115169392,-0.844001649747887
"NLRP3","NLRP3",1.07235773193041,4.20098541483261,3.64201484170331,0.000411894675533746,0.00176567202219599,-0.845184893115005
"NPLOC4","NPLOC4",-0.374733225644843,9.22303607496727,-3.64117939784988,0.000413090251719063,0.00177016910761697,-0.847908878566667
"C1orf226","C1orf226",-0.794883191432708,4.73590986087655,-3.64116377140264,0.000413112645475728,0.00177016910761697,-0.847959824306741
"DUSP2","DUSP2",0.816901872595807,6.0890091123326,3.64071125877796,0.000413761625335096,0.00177258761297247,-0.84943504291047
"SLC19A1","SLC19A1",0.159970808624589,2.28564197366783,3.64061305147241,0.000413902598650345,0.00177282923434993,-0.849755185650355
"NPTX2","NPTX2",-1.56496027229938,3.99600569939136,-3.64028883503464,0.000414368323396124,0.00177446144944424,-0.850812039868945
"TADA2B","TADA2B",-0.190157944215942,6.24527901540481,-3.63958555133055,0.000415380269463082,0.00177843161938013,-0.85310429221726
"CD70","CD70",-0.2027238319257,3.21793678500047,-3.63848840256948,0.000416963615015544,0.00178484608902509,-0.856679595890016
"DLEU2L","DLEU2L",-0.626422247946679,4.93234073101791,-3.63833727570124,0.000417182160185044,0.00178535475703593,-0.85717201004662
"TTC1","TTC1",-0.337990096572771,9.37711972169315,-3.63824119639227,0.000417321157224081,0.00178535475703593,-0.85748505529571
"PPEF1","PPEF1",-0.336533986854656,2.38614416668921,-3.63822958408004,0.00041733795961626,0.00178535475703593,-0.857522890048172
"LRP5L","LRP5L",-0.392871757082011,2.99252098547671,-3.63805352342161,0.000417592788390481,0.00178608039792721,-0.858096511924898
"PUF60","PUF60",-0.277723739152728,10.414482525602,-3.63731800620875,0.000418658963593793,0.00179027523354816,-0.860492658813031
"NUDT17","NUDT17",-0.0709043322858879,2.26800629676046,-3.63714332486121,0.000418912552722495,0.00179092948854899,-0.861061674710933
"ELOVL5","ELOVL5",1.02329148050747,5.79359982306506,3.63709492879524,0.000418982836172323,0.00179092948854899,-0.861219318713529
"PRDM4","PRDM4",0.262525437870713,8.36205149838445,3.63682033031229,0.000419381834658385,0.00179226952458901,-0.862113756958286
"IGIP","IGIP",0.582178563447825,8.85519013706511,3.6358350036965,0.000420816501109507,0.00179803414110426,-0.865322783227295
"TRMU","TRMU",-0.421726293800989,6.19363935337155,-3.63561863307096,0.000421132164867464,0.00179901618910776,-0.866027370690296
"CEACAM21","CEACAM21",0.699537356489954,4.05456848723992,3.63454904533504,0.000422695884127297,0.00180532826468549,-0.869509882541141
"CAVIN3","CAVIN3",0.539825821781322,9.38214146656865,3.63440770525503,0.000422902931489387,0.00180584462209829,-0.869970016844478
"C20orf27","C20orf27",0.291260236355714,6.95179426855397,3.63274710384931,0.000425342725003832,0.0018158929127353,-0.875375069944675
"HIF3A","HIF3A",0.955826375393194,3.08294296814402,3.63176466421309,0.000426792412367217,0.00182171096478143,-0.878571874824877
"USP3","USP3",-0.275702775223575,9.45382548413777,-3.63138900847109,0.0004273479644079,0.001823710918143,-0.879794058234569
"SETD3","SETD3",0.231891116959898,10.0606761410191,3.63132631545041,0.000427440746844634,0.00182373558627259,-0.879998018194976
"SATB2","SATB2",-0.853706801090637,4.00943122262541,-3.63036385400472,0.000428867534796274,0.0018294508067561,-0.883128857750304
"ZNF865","ZNF865",-0.244765886520376,5.52463442477876,-3.62684082176004,0.000434128737548072,0.00185151711016942,-0.894583534465215
"EFEMP2","EFEMP2",0.487067772244862,9.55415090215131,3.62673278293146,0.00043429104088666,0.00185178631920323,-0.894934670134169
"SMG8","SMG8",-0.45749817454704,7.58194905920948,-3.62668120847719,0.000434368539811195,0.00185178631920323,-0.895102288729391
"SEPSECS","SEPSECS",-0.688321644805358,4.62693286554852,-3.62645648207548,0.00043470638016611,0.00185284976434364,-0.895832634678011
"FAM32A","FAM32A",0.200018383623548,9.99095325650784,3.62606619041149,0.000435293712390765,0.00185497597054995,-0.897100972077288
"HSPE1","HSPE1",-0.418401830628235,11.4842385040525,-3.6258240461842,0.000435658481552151,0.00185615306713337,-0.897887818209825
"MTG1","MTG1",-0.356994941230982,5.82540501183794,-3.62451934350662,0.000437628884388728,0.00186416920840409,-0.902126728977411
"USP24","USP24",-0.348650265543931,7.91957493748678,-3.62396968564137,0.000438461516422372,0.00186733651102108,-0.903912178837505
"XRCC6","XRCC6",-0.264690937157055,12.3459305390638,-3.62325933959389,0.000439539781912129,0.00187154842747147,-0.906219275014661
"CGB3","CGB3",-0.2233085684269,4.47131800241904,-3.62253344141799,0.000440644245797751,0.0018758701625533,-0.908576514013379
"ZNF781","ZNF781",0.253502289252267,2.80729009394523,3.62230007772876,0.000440999869111996,0.00187662704825305,-0.909334246465792
"PIDD1","PIDD1",-0.424651278064217,2.7658625674259,-3.62229927715417,0.000441001089576116,0.00187662704825305,-0.909336845867185
"WDR63","WDR63",0.771694540125392,2.87713789380531,3.62182604575184,0.000441723083270816,0.00187931789558004,-0.910873310990895
"UBE2G1","UBE2G1",-0.377688614528512,9.22919582046045,-3.62168868940778,0.000441932852638853,0.00187982882650479,-0.911319243389625
"SYNDIG1L","SYNDIG1L",0.488915365203762,2.85087998230089,3.62105887022068,0.000442895914041444,0.00188354314265302,-0.913363803765558
"VSIG10L","VSIG10L",-0.575684703134798,3.19567274336283,-3.62098430930488,0.000443010057047476,0.0018836464129471,-0.913605829751609
"OXA1L","OXA1L",-0.329058017058246,10.1540438620363,-3.62082281172439,0.000443257384127226,0.00188431581546844,-0.914130040145478
"SCGB3A2","SCGB3A2",2.01667690519896,12.4228252577365,3.62075780238504,0.000443356980193883,0.00188431972392687,-0.914341050930918
"KRT6A","KRT6A",-1.58996722382475,2.97741091535044,-3.62070487117103,0.000443438087879556,0.00188431972392687,-0.914512855686723
"TNNI2","TNNI2",0.294084360442364,2.45931821509901,3.61871652843773,0.000446495056228862,0.00189692528752927,-0.920965207844696
"ESD","ESD",0.297629088566404,12.0241563670476,3.61735143427935,0.000448605342554994,0.00190550459790026,-0.925393444207102
"NCBP2","NCBP2",-0.22944162999851,9.30904733974619,-3.61689072389363,0.000449319677061917,0.00190815216178523,-0.926887647796411
"ME1","ME1",-0.467658459685097,8.69462923031594,-3.61676482099014,0.000449515077440675,0.0019085953115883,-0.927295957543666
"STK40","STK40",0.36282297573975,8.75302024575713,3.61635501331034,0.000450151652637213,0.00191091108598243,-0.928624907816634
"TESPA1","TESPA1",0.273737496192085,4.06901635180302,3.6161024433777,0.000450544406975392,0.00191219110326345,-0.929443898424407
"MTHFD2","MTHFD2",-0.59311777872073,10.5481592109469,-3.61500728128318,0.000452251171558607,0.00191904636805901,-0.93299458096293
"UGT1A1","UGT1A1",-1.15439070265579,2.88675025580067,-3.61345697199141,0.000454677721700339,0.0019289525201948,-0.938019469628288
"RIN1","RIN1",-0.242369451339134,6.38721522574589,-3.61251680681448,0.000456155263966564,0.00193444682550726,-0.941065920591047
"TM4SF18","TM4SF18",1.0622832896278,6.63514312912628,3.61251547277904,0.000456157363728765,0.00193444682550726,-0.941070242869555
"RPL31","RPL31",0.741102731849648,8.34225987184683,3.61225465000758,0.000456568072540302,0.00193579691274066,-0.94191528518005
"BAHD1","BAHD1",0.365136961745864,7.74191030102892,3.610477855406,0.000459375250172101,0.00194730515553237,-0.947670658617668
"AZGP1","AZGP1",-1.91897470536355,8.5519610506117,-3.60949986843283,0.000460927338817946,0.00195348946144395,-0.950837589629796
"U2SURP","U2SURP",-0.286068091565058,10.0774779686462,-3.60878712545507,0.000462061601257009,0.00195790080564977,-0.953145177228421
"HNRNPCL1","HNRNPCL1",-0.240432003024333,3.89716325422718,-3.60858646696369,0.000462381405899466,0.00195885994956843,-0.953794767344097
"EPHX4","EPHX4",-0.883105846394984,2.93399879646018,-3.60753626056095,0.000464058616501694,0.00196556813883785,-0.957194126875919
"YIPF3","YIPF3",-0.391570767296086,9.96170688455031,-3.60714306961039,0.000464688032757859,0.00196783647326671,-0.958466625615783
"SLC9A7","SLC9A7",-0.306764648795677,2.4067798916463,-3.60681041105359,0.000465221179606983,0.00196969629709585,-0.959543135558452
"CPM","CPM",0.859546519780369,11.0077704101219,3.6062799918842,0.00046607247086307,0.00197290208688038,-0.961259452648812
"UPF3B","UPF3B",-0.456202958770276,8.02399432878933,-3.60554238812493,0.000467258729479597,0.00197752422518702,-0.963645841123716
"RHOBTB1","RHOBTB1",0.454434184018658,8.21426032743487,3.60540324268201,0.000467482831341444,0.00197807329644315,-0.964095978744349
"KIF13B","KIF13B",0.537685114134539,7.91246494086093,3.60514214258546,0.000467903622569609,0.00197911526853113,-0.964940604494283
"RPS6KL1","RPS6KL1",-0.313780006355503,2.98197932151802,-3.60513327993602,0.000467917911975969,0.00197911526853113,-0.964969273195238
"RAB14","RAB14",0.584595981028473,10.2304867274048,3.60385242277716,0.000469987404818944,0.00198746741573829,-0.969111976018964
"CPEB3","CPEB3",0.357904483724375,3.43019618932073,3.60158751582929,0.000473668031309105,0.00200262792906443,-0.976434565040377
"JSRP1","JSRP1",-0.230717303134796,2.94892025663717,-3.60006818159636,0.00047615230421973,0.0020127252674035,-0.981344631299805
"ZNF175","ZNF175",0.34390228743011,5.79791190843317,3.59913666218874,0.000477681522776518,0.00201878227428253,-0.984354233620051
"BAIAP2","BAIAP2",0.475183430002246,6.31492119028716,3.59890365755253,0.000478064757482538,0.00201999464752045,-0.985106941111512
"FAM169A","FAM169A",-0.437548554641929,2.43772926872519,-3.59852852624142,0.000478682365919791,0.00202219664538707,-0.986318699365798
"PRKAR1A","PRKAR1A",0.163240373759009,13.9912985182763,3.59788813965738,0.000479738428200566,0.00202624963367726,-0.988387060911539
"MID1IP1","MID1IP1",0.610298493071683,9.39874012217845,3.59743337755649,0.000480489713770992,0.00202901397664535,-0.989855703922351
"KBTBD12","KBTBD12",-0.594275433855799,2.57638072566372,-3.59705996531209,0.000481107437395786,0.00203121331373423,-0.9910615198382
"NUCKS1","NUCKS1",-0.424991573490424,12.0221784002487,-3.5968952346132,0.000481380184534943,0.00203195558361286,-0.991593433706988
"KAT5","KAT5",0.343082839765637,8.53619653331925,3.59617964296209,0.000482566697895882,0.00203655387986581,-0.993903848814196
"ITPR2","ITPR2",-0.448797756331729,9.43888992301808,-3.59488278544881,0.000484724048126556,0.00204524667810565,-0.998090057938667
"RERGL","RERGL",0.995313613724096,3.05524513543131,3.5947983495493,0.000484864824657338,0.00204542895038582,-0.99836257256398
"NDUFC2","NDUFC2",-0.212106749697576,12.4172429366709,-3.59412227424881,0.000485993411652855,0.00204977744367548,-1.00054440511071
"REXO2","REXO2",-0.263635569098131,11.4892712135409,-3.5937417765764,0.000486629675978011,0.0020520481327401,-1.0017722057706
"C2orf27A","C2orf27A",-0.147524421715009,3.28331496108747,-3.59349820588238,0.000487037385607345,0.00205335431961005,-1.00255811260497
"STYX","STYX",-0.316153089140665,8.64386057903483,-3.59271979041153,0.000488342530123829,0.00205844281448939,-1.00506947067044
"LOC101927972","LOC101927972",-0.254721461442006,2.32907326548673,-3.59253975272796,0.000488644863899368,0.00205891534763965,-1.00565025484187
"HIGD2A","HIGD2A",-0.24186668909096,10.9744385836687,-3.59253605458583,0.00048865107597115,0.00205891534763965,-1.00566218444975
"ZKSCAN7","ZKSCAN7",-0.688793438342306,4.09323571982759,-3.59134167312949,0.000490661285491346,0.00206696982847058,-1.00951455739681
"LRRC14","LRRC14",-0.288129882356137,2.88972181159295,-3.59061252768472,0.000491892316372117,0.00207173934816,-1.01186585402525
"KAZN","KAZN",0.865812837779732,9.13823788534265,3.58998168688666,0.000492959731997039,0.00207581797953434,-1.01389983995798
"ADCK2","ADCK2",-0.437179144374716,8.04273135308935,-3.58992216822041,0.000493060553617164,0.00207582553221992,-1.01409172818026
"MAPK6","MAPK6",-0.423015085919548,10.1808001293512,-3.58985378840172,0.000493176409636568,0.00207589636522123,-1.01431218165649
"JMJD8","JMJD8",-0.31648705633127,7.91041288068522,-3.58969797609141,0.000493440498747711,0.00207659099272225,-1.01481450116075
"TMEM44-AS1","TMEM44-AS1",-0.529901654231975,6.2597830619469,-3.58957725975838,0.000493645194919769,0.00207703544277563,-1.01520366373769
"KATNB1","KATNB1",-0.36752335161761,7.78644801535669,-3.58941278073199,0.000493924227734586,0.00207779242660494,-1.01573389082283
"ALDH9A1","ALDH9A1",-0.274501102305057,11.6081600444094,-3.58754763448464,0.000497098827462912,0.00209072745210224,-1.02174517248151
"USP45","USP45",-0.349500325347493,2.84491545562343,-3.58733830124476,0.000497456327155619,0.0020914826640529,-1.02241968963958
"ATP5PD","ATP5PD",-0.234818271947784,4.70669036335532,-3.58732565087111,0.000497477939269523,0.0020914826640529,-1.02246045089227
"RELA","RELA",0.247838064098945,9.7868087832261,3.58666037028281,0.000498615767008224,0.00209584594105202,-1.02460391656203
"EVPLL","EVPLL",-0.0959405996865209,3.21567907964602,-3.58622490643957,0.000499361870831991,0.00209856125428633,-1.02600676586657
"ACTR3B","ACTR3B",-0.290658056284266,3.34024155282582,-3.58605790763068,0.00049964827869873,0.00209934400041747,-1.02654471772423
"ZGLP1","ZGLP1",-0.184403277115988,3.60728222123894,-3.58599075678067,0.000499763488129086,0.00209940726215669,-1.02676102460083
"ADH1A","ADH1A",0.390540853128176,4.66404642644698,3.58545911456259,0.000500676502964683,0.00210256262760657,-1.02847344172367
"GRK6","GRK6",0.422340280966184,6.08252154338036,3.58543658473053,0.000500715229320293,0.00210256262760657,-1.02854600576807
"GSAP","GSAP",0.637935890443844,10.1584324864739,3.58517901736011,0.000501158161076375,0.002104001076003,-1.02937555265353
"B4GALNT3","B4GALNT3",-0.193475119609803,2.31727296922644,-3.58465452530253,0.000502061260867507,0.00210737047463049,-1.03106463762808
"HTR3A","HTR3A",-1.00774323096952,2.70029519329197,-3.58446917310811,0.000502380778203465,0.00210828946400421,-1.03166150283479
"RCL1","RCL1",0.333415028260028,7.93696748065764,3.58414327294238,0.000502943043547684,0.00211022659704695,-1.03271089685248
"H2AC7","H2AC7",-0.241332795231883,2.46698609715232,-3.58356288171669,0.00050394584690885,0.00211401097516576,-1.03457956143173
"MGAT4B","MGAT4B",-0.586162071008712,9.00343837480842,-3.58323060388481,0.000504520808539808,0.00211599943749729,-1.03564927642297
"KIAA0232","KIAA0232",0.344125498297524,10.1556525613056,3.58306071830285,0.000504815011839753,0.0021168098176005,-1.03619616535322
"ECI1","ECI1",-0.348375153409878,8.76151495434602,-3.58083740454382,0.000508680258807459,0.00213259111702439,-1.04335147537835
"PLEKHG1","PLEKHG1",0.829437231149714,7.25023334617279,3.57951320537713,0.000510995656292307,0.00214186981547677,-1.04761148498802
"SAP30L","SAP30L",-0.285595556876981,7.93161611750652,-3.57918800497547,0.000511565798701534,0.00214383092210747,-1.04865747866301
"KIAA1841","KIAA1841",0.428840371473354,6.87521857522124,3.5786313952522,0.000512543043451054,0.00214670914094917,-1.05044761609973
"MPP1","MPP1",0.525479457470092,8.84251738311725,3.5786249153054,0.000512554430730459,0.00214670914094917,-1.05046845524721
"SLC35D1","SLC35D1",-0.660090235563991,7.58863276358659,-3.57862184033978,0.000512559834483856,0.00214670914094917,-1.0504783441547
"CNTRL","CNTRL",0.462407782220927,6.0647631102962,3.57847695794017,0.00051281450281861,0.00214734670557006,-1.05094426974455
"MRPL4","MRPL4",-0.404169738279025,7.73236301844655,-3.5778008654883,0.000514004491524022,0.00215189977058649,-1.05311830976289
"ZNF107","ZNF107",-0.23156163338701,2.49318839766798,-3.57679703803977,0.000515776138423633,0.00215888566566218,-1.05634561240451
"ZNF850","ZNF850",-0.673505072413793,3.74423353097345,-3.57625362338347,0.00051673761141106,0.00216247830113768,-1.0580923895997
"FBXO30","FBXO30",0.399426199457656,8.63677427939596,3.5760214324657,0.000517148946853776,0.00216376770937103,-1.05883869066097
"CCK","CCK",0.839550313774685,2.87176102640256,3.57358279612418,0.000521487811144928,0.00218136224179931,-1.06667456130482
"PAFAH1B1","PAFAH1B1",0.615670030597663,8.24751661160153,3.57354113436883,0.000521562234323926,0.00218136224179931,-1.06680839278663
"LINC01315","LINC01315",-0.441163697805642,6.71299848672566,-3.5729408383759,0.000522635697439494,0.0021854158168216,-1.06873660676723
"NDUFAF6","NDUFAF6",-0.127415780250784,2.26941216814159,-3.57257502507048,0.000523290876120496,0.00218771905569163,-1.06991151165869
"CHGB","CHGB",-1.12172558153627,2.92157094473186,-3.57131812379754,0.000525547926997338,0.00219671697820902,-1.07394765089033
"ADM5","ADM5",0.416884387460815,3.20988556637168,3.57114830161901,0.000525853585278447,0.00219755639047185,-1.07449289448292
"HDAC6","HDAC6",-0.31169217003758,8.93421179822118,-3.57092054748119,0.000526263777281751,0.00219883223029302,-1.07522410639841
"AKR7A2","AKR7A2",-0.430014138142019,9.54434771782082,-3.57084590509454,0.000526398276183046,0.00219895589185911,-1.07546374010907
"SIDT2","SIDT2",0.263908450456662,8.65739983467337,3.56971895189642,0.000528432894252424,0.00220701540731606,-1.07908125474788
"IL6R","IL6R",0.944515116766471,9.21404463375188,3.56934425239778,0.000529111025879579,0.00220940743515692,-1.08028383773087
"CD63","CD63",-0.148107974604109,14.3562073083755,-3.56875485600573,0.000530179379538332,0.00221342763471072,-1.0821752790502
"CAND2","CAND2",0.545473703572394,6.17215910953298,3.56855938541199,0.000530534143704629,0.0022144676862478,-1.08280251210071
"PLA2G5","PLA2G5",0.354642825259491,5.4115045558144,3.56842254407174,0.000530782633651844,0.00221506381975114,-1.08324159727546
"SRP68","SRP68",-0.236701932170807,10.2519652305869,-3.56732700351245,0.000532775989795924,0.00222275317934276,-1.08675639545548
"C11orf95","C11orf95",0.574496365768261,6.8779178030462,3.56729338885716,0.000532837263915531,0.00222275317934276,-1.08686422705459
"ZNF274","ZNF274",0.362256674654861,9.15790280099915,3.56690620341534,0.000533543520747868,0.00222525652246654,-1.08810621125482
"CCT7","CCT7",-0.235482993822365,10.7431784723212,-3.5653523153034,0.000536386837884704,0.00223667016028231,-1.09308957953222
"HSD17B2","HSD17B2",-1.14404474911336,2.95448716013337,-3.56519395028804,0.000536677417509389,0.0022374367593142,-1.09359736434226
"PSPHP1","PSPHP1",-1.39149339984871,9.89718634058333,-3.5633248313806,0.000540118261586574,0.00225121600818878,-1.09958919215623
"SFRP5","SFRP5",0.770247662288675,4.59560044418133,3.56328201017889,0.000540197334280581,0.00225121600818878,-1.09972643469307
"PDGFRL","PDGFRL",-0.961287055567013,6.63718696228123,-3.5625822421506,0.000541491060353512,0.00225615893602272,-1.10196901519278
"ANHX","ANHX",-0.176575666142489,2.32598592608042,-3.56194956154484,0.000542663273307733,0.00226059370728869,-1.10399629625956
"CHCHD1","CHCHD1",-0.347487381872201,10.2969886008437,-3.56168745696169,0.000543149594882079,0.00226192582210719,-1.10483606698745
"TMEM155","TMEM155",-0.50110752570533,2.48242253097345,-3.56166091553958,0.000543198864062953,0.00226192582210719,-1.1049211017157
"KRT19","KRT19",-0.789414951850597,11.5125619274569,-3.56089465964634,0.00054462309538941,0.00226740602294991,-1.10737585341903
"SCIN","SCIN",-1.09828188727295,7.51789185982639,-3.56030166405867,0.000545727708853831,0.00227137035073757,-1.10927526621412
"POLR3C","POLR3C",-0.268283576831763,8.33876545676519,-3.56026717106475,0.000545792026365096,0.00227137035073757,-1.10938574232729
"TALDO1","TALDO1",-0.308258037989922,12.4409525364584,-3.55981274410966,0.000546640044045093,0.00227443043409542,-1.11084112730097
"ELF1","ELF1",0.342234779983119,10.061840312787,3.55975689842474,0.00054674434488154,0.00227443043409542,-1.11101997308008
"MYDGF","MYDGF",-0.508656550509687,10.463426881353,-3.55955928349434,0.000547113573571925,0.00227551482722514,-1.111652816899
"HIP1R","HIP1R",-0.524597830252817,7.74779383067209,-3.55802452028021,0.000549989187663023,0.0022870210973601,-1.1165668060002
"VGLL4","VGLL4",-0.285773865717356,9.84015534388536,-3.55774374849983,0.000550516798113318,0.00228876103174363,-1.11746559598092
"DISP3","DISP3",-0.0730705329153603,3.16354140707965,-3.55700959904495,0.000551898629198639,0.00229405097467021,-1.11981544530121
"HCN2","HCN2",-0.150063182012344,2.91365580190815,-3.55665346685843,0.000552570127254096,0.00229638679768048,-1.12095520648274
"FAM221A","FAM221A",-0.464564180835719,6.68382186017856,-3.55632337590527,0.000553193212426804,0.00229852053892778,-1.12201154461233
"MED9","MED9",-0.262591588063454,3.50419136178496,-3.5550577271594,0.000555588424166524,0.00230801516991254,-1.1260610788109
"FCRLA","FCRLA",-0.464339186833855,4.69569455752212,-3.55393239261307,0.000557726312875915,0.00231643728363482,-1.1296607051903
"TNS4","TNS4",-0.196115053087088,2.4613574038357,-3.55367757106514,0.000558211494969811,0.00231765103240064,-1.13047568130375
"FZD3","FZD3",-0.798351327505525,4.69071305092543,-3.55366277722982,0.000558239674772962,0.00231765103240064,-1.13052299385975
"ITGAV","ITGAV",-0.365608639310961,12.2222584952701,-3.55291346904034,0.000559668740293083,0.00232301155284506,-1.1329191713334
"CCDC25","CCDC25",0.336071999912436,7.16284035795554,3.55286962076977,0.000559752473686691,0.00232301155284506,-1.13305937921405
"LRRN4","LRRN4",1.25349097855007,5.82004101347612,3.55210646288967,0.000561211707931216,0.00232854431672982,-1.13549940896705
"WNT7A","WNT7A",0.159783356145735,2.41578470843361,3.55205626571935,0.000561307815687232,0.00232854431672982,-1.13565988878548
"FAM3B","FAM3B",-1.24687083138906,8.44047183930214,-3.55157166704234,0.000562236429964529,0.00233193510979748,-1.13720905283262
"HBM","HBM",0.311421731974922,2.37869296460177,3.55137327711776,0.000562617013656299,0.00233305199609562,-1.13784321683383
"TMOD3","TMOD3",1.053236968407,7.13743248522225,3.55091939910492,0.00056348863065134,0.0023362042475699,-1.13929395619645
"LINC00963","LINC00963",0.549967486764246,6.45885272135096,3.55080860100556,0.000563701598242702,0.00233662505484744,-1.13964807997902
"ARNTL2","ARNTL2",-0.886170649128847,2.87639547368661,-3.55037679505441,0.00056453230761132,0.00233960581893011,-1.14102809880695
"POU6F1","POU6F1",0.51352267153654,5.17477709570824,3.55030208134516,0.000564676159230896,0.00233973940498083,-1.14126686456477
"BRD8","BRD8",-0.336383032393154,9.3433777037127,-3.55007957985327,0.000565104762131503,0.00234105257387363,-1.14197789830809
"SCFV","SCFV",-1.28425236303391,7.02077960922642,-3.54977462921096,0.000565692684980484,0.00234302510621634,-1.14295235192255
"TRUB1","TRUB1",-0.368267548723844,8.88933272813286,-3.54828710637288,0.000568568806771443,0.00235447240765369,-1.14770469753408
"LINC02762","LINC02762",-0.131373602397441,6.16389917608772,-3.54646804755557,0.000572104709790838,0.00236864683520354,-1.1535140816822
"MMP3","MMP3",-0.924912090254229,2.65767290824087,-3.54638526748762,0.000572266111054373,0.00236884719982657,-1.15377839343292
"INSIG1","INSIG1",0.594543191686308,6.93906899335186,3.54568368917654,0.000573635746712174,0.00237404788204947,-1.15601829338305
