"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"LOXL1-AS1","LOXL1-AS1",-1.42414655485893,4.29734484955752,-7.58433835596887,1.07493696478201e-11,2.08059359702312e-10,16.0923772930725
"MAP3K3","MAP3K3",0.924409562937576,8.33013077337127,7.57935860527583,1.10250999020394e-11,2.13199394969142e-10,16.0674799786805
"H2AJ","H2AJ",1.24635504710251,4.72913761339248,7.57817669135236,1.10915668567703e-11,2.1428702714435e-10,16.0615715032707
"ZKSCAN4","ZKSCAN4",-1.01314895724677,6.03110585976212,-7.57420949288417,1.13175904074921e-11,2.18452421843324e-10,16.0417412982995
"NUP62CL","NUP62CL",-1.9148192531648,4.39776349458374,-7.57310300629759,1.13814416417093e-11,2.19482778006909e-10,16.0362110612204
"ATP13A2","ATP13A2",-0.788885331856696,6.62544036310374,-7.57288322867863,1.13941666877142e-11,2.19526215172671e-10,16.0351126395085
"PDE8B","PDE8B",2.10765863014835,4.44448184873271,7.56858671582614,1.16457888965841e-11,2.24168068732962e-10,16.013641206824
"CXCL3","CXCL3",2.81823694425498,8.04391207755692,7.56789603786313,1.16867492982423e-11,2.2475012733005e-10,16.0101899642684
"PLOD1","PLOD1",-0.763311697644884,9.18552147464266,-7.56652498813203,1.17684829900508e-11,2.26114519191059e-10,16.0033392720288
"GIPC2","GIPC2",1.94734767860543,6.27962434521508,7.55837975149464,1.22658821214501e-11,2.35455513763587e-10,15.9626482310412
"PMM2","PMM2",-0.86282105224032,8.69761731406605,-7.55686407571473,1.23607149343886e-11,2.37058834816701e-10,15.9550779191748
"ADGRD1","ADGRD1",2.03196667617555,7.55578427433628,7.55634567343408,1.23933170409423e-11,2.37466829810085e-10,15.952488777108
"UNC5CL","UNC5CL",-1.96652604702194,5.52398455752212,-7.55583976556665,1.24252156534558e-11,2.37860612354101e-10,15.9499620921253
"EFR3A","EFR3A",-0.594810881553966,11.4361435032616,-7.55042603285684,1.27717065837919e-11,2.44270541431977e-10,15.9229273267587
"BMF","BMF",-0.935515132069265,6.37218885858063,-7.54967827852388,1.28203121789406e-11,2.44976648947086e-10,15.9191937198134
"PHKA1","PHKA1",-0.943150439874141,4.921603823989,-7.54878891481533,1.28783617407069e-11,2.45861765763841e-10,15.9147531967758
"TENM4","TENM4",-1.64111150928576,4.21822885456312,-7.54659996204183,1.30223500849251e-11,2.48384442657143e-10,15.9038246348486
"PCNA","PCNA",-0.872060537519816,10.9801843599892,-7.53969829666713,1.34868801417262e-11,2.57010892300786e-10,15.869373985895
"CREB3L2","CREB3L2",-0.668558061222656,10.3094671632138,-7.53908637829315,1.35288515789716e-11,2.57576554766941e-10,15.8663199918368
"RNF43","RNF43",-1.54504805403044,6.91434912985269,-7.53526765905738,1.37937212791861e-11,2.62381112027495e-10,15.8472631132557
"PSMB3","PSMB3",-0.531348638571064,11.896763941621,-7.53499902803621,1.38125463155415e-11,2.62500993532531e-10,15.8459226569426
"HPS5","HPS5",0.957352054836537,9.34885620815799,7.52785605633111,1.43225688371274e-11,2.71947181126689e-10,15.8102851562901
"MARC2","MARC2",1.30981893859254,8.23742087260275,7.52618618681386,1.44444705205817e-11,2.74013566563289e-10,15.8019554510946
"ARHGAP23","ARHGAP23",1.07242380379776,7.95434151885744,7.52335376890508,1.46535976462533e-11,2.77665607870087e-10,15.787828031176
"CENPA","CENPA",-2.05924008911021,3.3977022648189,-7.52322094230284,1.46634780990452e-11,2.77665607870087e-10,15.7871655658002
"TK1","TK1",-1.72404654918585,5.51966889268578,-7.52202812252189,1.47525040733515e-11,2.79099269301077e-10,15.7812166106456
"IER2","IER2",1.09617538539477,12.166617261662,7.51945826440569,1.49461317080126e-11,2.8250749581908e-10,15.76840097383
"LAMA4","LAMA4",1.32332072015676,9.42078765360339,7.51813557581294,1.504677136953e-11,2.84153532836116e-10,15.761805399749
"SMIM22","SMIM22",-0.997715842042972,2.7265111174046,-7.51414380726101,1.53545885608853e-11,2.89705567428693e-10,15.7419027425706
"C5orf34","C5orf34",-1.2481837338558,3.99026617699115,-7.513778868251,1.53830398972071e-11,2.89981368997532e-10,15.7400833536023
"H2BC12","H2BC12",-0.916732107771408,11.6240450250236,-7.51164415184976,1.5550517443406e-11,2.92875064374373e-10,15.7294413788205
"CHCHD2","CHCHD2",-0.591973472885275,13.0138087031115,-7.51143414847876,1.5567090520732e-11,2.9292401390986e-10,15.7283945238839
"MIS18A","MIS18A",-1.10009708583455,6.85764715988576,-7.50849234920739,1.58011025752082e-11,2.97060728413914e-10,15.7137308110676
"CAT","CAT",1.11925522746495,12.234510110994,7.50284702838159,1.62599913551021e-11,3.05413923643055e-10,15.6855962908773
"RHOJ","RHOJ",2.48964090167135,5.00042041232723,7.50033004010589,1.64688274961493e-11,3.09059589950118e-10,15.6730546065205
"FAAH2","FAAH2",-1.20179941253918,5.88749951327434,-7.49850674382961,1.66217676132264e-11,3.11650709041549e-10,15.6639703094928
"PAPSS1","PAPSS1",0.721023149009855,11.2407950648847,7.49775512824605,1.66852233902505e-11,3.12496836432734e-10,15.6602257067264
"ANKDD1A","ANKDD1A",1.45412910125745,4.88183440734628,7.49761936356527,1.66967110392454e-11,3.12496836432734e-10,15.6595493302881
"FNBP1","FNBP1",0.984787491295563,9.60782868051347,7.49276481639704,1.71126732852309e-11,3.19996304553979e-10,15.6353666956516
"METTL26","METTL26",-1.25011241432156,5.64827532462983,-7.49141215630758,1.72303965634339e-11,3.21910492658379e-10,15.6286294044954
"TMCO1","TMCO1",-0.699103845630642,9.14021637826361,-7.48630091964385,1.76825317874814e-11,3.3006342950061e-10,15.6031750635005
"TMEM186","TMEM186",-0.752343967903917,7.391653681798,-7.48424970410526,1.78672726319127e-11,3.33215096895155e-10,15.5929614427738
"CAB39L","CAB39L",1.04082623481102,4.14414466054445,7.48111685221741,1.81531321634922e-11,3.38245294587665e-10,15.5773637846394
"SIRPB1","SIRPB1",1.74659330848145,4.42813037662055,7.4765734547247,1.85757776508693e-11,3.45813011649665e-10,15.55474716213
"CST2","CST2",-1.33235201778674,3.52298513406487,-7.47457417338068,1.87648383958197e-11,3.49022664111068e-10,15.5447963387592
"LINC00622","LINC00622",1.77525453557645,3.57224065589508,7.47371192353356,1.88469645209263e-11,3.50239424013881e-10,15.5405050166047
"CCNE1","CCNE1",-1.98611826722666,5.66533191953596,-7.47252703414368,1.89604028539617e-11,3.52035398250438e-10,15.5346082166509
"TMEM63C","TMEM63C",-1.59295732177595,3.00204403907528,-7.46960010113162,1.92435315732694e-11,3.56976025521126e-10,15.5200431541891
"B3GALNT1","B3GALNT1",1.88932769798365,7.51565195061666,7.46407553984119,1.97894124790231e-11,3.66777775760639e-10,15.4925568061354
"PPAT","PPAT",-1.70644581240283,6.21762828090355,-7.46131829524004,2.0067574144528e-11,3.71604672453707e-10,15.4788411786675
"KLRD1","KLRD1",1.95561947629252,3.90011712625049,7.45797199858233,2.04103763279157e-11,3.77618983747369e-10,15.4621976045483
"TBC1D2B","TBC1D2B",0.739971156993972,8.79252387692815,7.45430070959603,2.07931568725574e-11,3.84361688150394e-10,15.4439404259021
"EZH2","EZH2",-2.11656961737638,4.87222471449295,-7.45362169954988,2.0864729016768e-11,3.85344889559022e-10,15.4405640587427
"RPN2","RPN2",-0.731982734036731,12.2846576726481,-7.45281147555675,2.09504518233151e-11,3.86587474577756e-10,15.4365353645237
"TMEM139","TMEM139",2.15590319032907,6.15751668832278,7.45111469816897,2.11311067584872e-11,3.89578064970456e-10,15.4280989084057
"SFTPC","SFTPC",4.58604101343556,13.196921255024,7.45086695986048,2.11576122772182e-11,3.89723961823417e-10,15.4268671948778
"H1-0","H1-0",-1.00862853795601,10.2373368691887,-7.45057548549,2.1188839346687e-11,3.8983962025732e-10,15.4254180502028
"F10","F10",0.742771127046389,3.84718332749576,7.45046129013302,2.12010861126488e-11,3.8983962025732e-10,15.4248503017909
"PREB","PREB",-0.479966108221465,8.49214526439534,-7.44252094868477,2.2070083745637e-11,4.05462835649467e-10,15.3853801038624
"MICU3","MICU3",1.53789302131661,6.17911627433628,7.44207418085043,2.21200149054225e-11,4.06024301617746e-10,15.3831597031637
"AGA","AGA",-0.764153215606665,9.45521215041994,-7.44045640045831,2.2301758750822e-11,4.09002158298101e-10,15.3751198311545
"NXPE3","NXPE3",1.24376526475845,6.02009663692574,7.43935560274078,2.24262700390217e-11,4.10926112375851e-10,15.3696495344406
"LRIG3","LRIG3",-1.53297999664137,8.12988394989419,-7.4381733120344,2.25607670662619e-11,4.13029518989504e-10,15.3637745649213
"CEACAM1","CEACAM1",-2.14827732010202,5.0841802114239,-7.43233971715405,2.32361988012015e-11,4.25023734093181e-10,15.3347911304664
"KCNMB4","KCNMB4",1.49081052229559,4.99038058342253,7.43054716295216,2.34477468411007e-11,4.28519328058546e-10,15.3258865776984
"HBG2","HBG2",2.45115219803508,5.38974546760025,7.42438135176298,2.41900961510168e-11,4.41701041391651e-10,15.295263214621
"NEDD4","NEDD4",0.967096904463403,8.21666765256632,7.42167732712914,2.45229635081765e-11,4.47389348179631e-10,15.2818359619749
"PTH1R","PTH1R",1.02135244727361,6.05430337330765,7.42002210993719,2.4728959395627e-11,4.50755171174899e-10,15.2736175275527
"SPATS2L","SPATS2L",1.54497355409559,6.341011981525,7.41961029574755,2.47804767461977e-11,4.5130178414752e-10,15.2715728949283
"TTC7B","TTC7B",1.03565231549008,8.31042038205439,7.41887991426991,2.48721083477925e-11,4.52577374293773e-10,15.2679466878272
"REEP6","REEP6",-1.50886327498295,3.50875771849487,-7.41867206681159,2.48982456737681e-11,4.52660039734196e-10,15.2669147858859
"MEN1","MEN1",-0.78616780787879,7.84124344922164,-7.4177991038807,2.50083207121845e-11,4.54267260631552e-10,15.2625808849513
"LBHD1","LBHD1",-0.518172929490907,9.42878998643677,-7.41397132204289,2.54967054909259e-11,4.62737610823193e-10,15.2435795329704
"GIMAP1","GIMAP1",1.34619723169851,6.33189471896073,7.41122530135925,2.58528847644458e-11,4.68795995183662e-10,15.2299501270212
"TGM2","TGM2",1.13928912001686,10.4965558893019,7.4104474488624,2.59546719083543e-11,4.70234946018083e-10,15.226089694946
"JAML","JAML",1.42280328808971,8.89895013696744,7.40797718549761,2.62805649390295e-11,4.7572815393086e-10,15.2138308336693
"RPP21","RPP21",-0.586715388820533,8.96220142563821,-7.40689328775872,2.64248376590709e-11,4.77927046600039e-10,15.208452343615
"JUNB","JUNB",1.3569055506108,11.255258215022,7.4020993883242,2.70724095200947e-11,4.89217110655366e-10,15.1846673342528
"H2BC7","H2BC7",-1.2843360992992,4.64771925481135,-7.40006458932681,2.73520104676034e-11,4.93843965049012e-10,15.174573205174
"CTPS2","CTPS2",-1.05258265397976,6.83786303850606,-7.3992059586319,2.74708520428218e-11,4.95562823168357e-10,15.1703140320346
"TNFAIP3","TNFAIP3",1.72250857610537,9.41272333644529,7.39788512916612,2.76546662428716e-11,4.98449796890004e-10,15.1637624801272
"RTRAF","RTRAF",-0.470859937747614,12.3061761649074,-7.3906909437962,2.86774744063643e-11,5.16440909369594e-10,15.128084920671
"SIGMAR1","SIGMAR1",-0.613139220328702,7.88606989109605,-7.38963601974949,2.88305753746655e-11,5.18752378543982e-10,15.12285429944
"PGAP1","PGAP1",1.45968978520955,7.90196934461072,7.38688217873328,2.92340703564826e-11,5.25561391777521e-10,15.1092011363727
"H2BC8","H2BC8",-1.50728058365659,4.33619910272421,-7.38382786208902,2.968814380527e-11,5.33267241170583e-10,15.0940602616368
"LRRK2","LRRK2",2.56703448063783,10.0063783614861,7.38298549510355,2.98146010587923e-11,5.35080194686991e-10,15.0898848468785
"RND3","RND3",1.4119242112056,10.3084051115892,7.38066944002042,3.01650502931494e-11,5.40906573349015e-10,15.0784055356326
"GARS1","GARS1",-0.786936349673852,10.5434922318602,-7.37895369835582,3.04272953811536e-11,5.45142705794651e-10,15.0699024058099
"APOLD1","APOLD1",2.12797408624893,9.79462497959431,7.37631715816807,3.08346941430559e-11,5.51969990287564e-10,15.0568371462272
"KLK10","KLK10",2.55851894752412,6.42432941098713,7.37597285291479,3.0888294023431e-11,5.52331597411973e-10,15.0551310731041
"BICDL2","BICDL2",-1.19108002225705,4.97577595575221,-7.37584902888952,3.09075929665225e-11,5.52331597411973e-10,15.0545175170431
"FOXA1","FOXA1",-1.24440331130432,4.32065885784393,-7.37474311773406,3.10804890283363e-11,5.54948220623498e-10,15.0490378101586
"MRPL12","MRPL12",-0.744435695391616,8.66085815249849,-7.37021245688402,3.17988734551232e-11,5.67291902439398e-10,15.0265916285669
"CNTN4","CNTN4",1.58379412554254,5.67259346528704,7.36403713965238,3.28046186657504e-11,5.84736748700221e-10,14.9960048814011
"IRF1","IRF1",1.33173622041661,9.2672129025845,7.36352161747962,3.2889992164284e-11,5.85760421196025e-10,14.9934518601065
"UQCRQ","UQCRQ",-0.685189810476597,12.1898356216578,-7.36117828415035,3.32808470519936e-11,5.922182647741e-10,14.9818477319334
"ANLN","ANLN",-2.26007074068761,3.72430267809088,-7.35877007969764,3.36873208002579e-11,5.98660210780209e-10,14.9699236717475
"KRT10","KRT10",-0.700477955773969,9.9809961467776,-7.35869552307273,3.36999832420879e-11,5.98660210780209e-10,14.9695545308788
"HOOK1","HOOK1",-1.23911825847246,5.97038781755544,-7.35799269979455,3.38195805154062e-11,6.00276076853467e-10,14.9660748114952
"ID3","ID3",1.34530334901008,10.4159039826824,7.35220176175119,3.48211613273402e-11,6.1753061230432e-10,14.9374078451543
"CEBPB","CEBPB",0.647177689509504,13.6634214939622,7.35154713392141,3.49362176527081e-11,6.19047332574866e-10,14.93416771526
"IGFL2","IGFL2",-2.2472689460815,3.33459381415929,-7.35117564382652,3.50016777185031e-11,6.19683419202079e-10,14.9323290407376
"KDM1A","KDM1A",-0.67278480791392,8.03415463049331,-7.35044412898517,3.51309332687954e-11,6.21446939392818e-10,14.9287085316103
"PTPRN2","PTPRN2",1.55953258322764,7.14729675106263,7.34815222469742,3.55389750959953e-11,6.28134903846757e-10,14.9173659346969
"IDH1","IDH1",-0.997854562761971,11.6691428118906,-7.34779958339584,3.56021737605901e-11,6.28721791381204e-10,14.9156208258554
"TCEAL7","TCEAL7",1.626977077651,6.26473629641682,7.34468466452026,3.61652758011459e-11,6.38128376551868e-10,14.900207332841
"IL18RAP","IL18RAP",2.20820334436587,4.98554195097513,7.34385838544242,3.63161232000661e-11,6.40251113977953e-10,14.8961190469249
"RSPO3","RSPO3",2.15893111432971,6.80769071506173,7.34362611633718,3.63586389947556e-11,6.40462008914342e-10,14.8949698479024
"SCYL3","SCYL3",-0.711874320983302,7.08237977455585,-7.34277133295397,3.65155286028582e-11,6.42685567231834e-10,14.8907407389212
"CHAF1B","CHAF1B",-1.07595382128194,4.12885071100854,-7.34038966268521,3.69562172174677e-11,6.49896162174965e-10,14.878958123935
"GALNT3","GALNT3",-1.33435455249327,9.93493745720469,-7.33921065164078,3.71763209164717e-11,6.53218808927979e-10,14.8731257969708
"SETBP1","SETBP1",1.42940173706492,8.07945563698419,7.33729507902933,3.75367041626815e-11,6.58998653817528e-10,14.8636505347172
"NHLRC2","NHLRC2",0.749465074041149,8.2034991688738,7.33654550186109,3.76786656646031e-11,6.609373972062e-10,14.8599430280862
"TBC1D2","TBC1D2",0.856335639349455,8.39429823263196,7.3342990051127,3.81073230051771e-11,6.67897746517159e-10,14.8488323397115
"PLEKHA6","PLEKHA6",-1.13269776860538,3.98361376954559,-7.33405590119532,3.81539989540867e-11,6.68157164641241e-10,14.8476300701741
"C1orf35","C1orf35",-0.640729471719815,7.64740066921276,-7.33242570651314,3.84684641266871e-11,6.73101790503853e-10,14.839568301748
"APEX2","APEX2",-0.835805892273661,7.18701296603331,-7.33145329756739,3.8657264316749e-11,6.75402505756887e-10,14.8347597606956
"CTSW","CTSW",2.21382471507372,4.84401769615608,7.33141667363413,3.86643930401805e-11,6.75402505756887e-10,14.8345786604239
"NOMO2","NOMO2",-0.644751570070892,11.6775609741418,-7.32785648589703,3.93636291096597e-11,6.87044457449365e-10,14.8169755099319
"MMP1","MMP1",-4.29725183581756,6.41604767102334,-7.32473452789881,3.99871031420145e-11,6.97345803712903e-10,14.8015415823967
"SEC24A","SEC24A",-0.637143834292334,10.2858477857582,-7.32287548732953,4.03630052159574e-11,7.03316139099667e-10,14.7923521765249
"IL3RA","IL3RA",0.813495057369253,6.63112112370676,7.3213182467501,4.06805774869592e-11,7.0826101767578e-10,14.7846552139331
"AURKA","AURKA",-1.35193305244143,4.48154528921368,-7.31984886910941,4.09825025699782e-11,7.12925492839737e-10,14.7773930483946
"OVGP1","OVGP1",-0.860272059942123,5.29024742836861,-7.31868777216557,4.1222653093641e-11,7.16508502611031e-10,14.7716548668403
"KDELR1","KDELR1",-0.533410748767867,11.7122849135205,-7.31832194574555,4.12986058690902e-11,7.17233948821763e-10,14.7698470049934
"TARS2","TARS2",-0.772504784801852,5.66126506312162,-7.313805103508,4.22479012577336e-11,7.33113001791898e-10,14.7475279879522
"IARS2","IARS2",-0.633933697200972,10.923903935863,-7.31014797443489,4.30323347575397e-11,7.46107362438004e-10,14.7294605506282
"ZNF691","ZNF691",-0.8604326830721,5.94657085840708,-7.30958076688276,4.31552841442982e-11,7.47620715894859e-10,14.7266586362171
"DONSON","DONSON",-1.35034108715472,7.88058887554793,-7.30932597168343,4.32106275069235e-11,7.47961332617779e-10,14.7254000132609
"GJB1","GJB1",-1.66351437297163,6.73998117540284,-7.30780511422162,4.35424351689652e-11,7.53082942254001e-10,14.7178876833106
