"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","diffexpressed","delabel"
"IQCH-AS1","IQCH-AS1",0.762258569999516,6.65450729255833,7.01801835243423,4.80050397265503e-09,3.63938316015942e-08,10.2607134213173,"UP","IQCH-AS1"
"NDUFS1","NDUFS1",0.703653092609957,9.26678817683885,7.01661109766065,4.82528819016332e-09,3.65684919389837e-08,10.255611977987,"UP","NDUFS1"
"PPP2R2A","PPP2R2A",-0.410583651760002,8.9799426714249,-7.01559624820886,4.84324087486657e-09,3.669127182851e-08,10.2519330532718,"NO",NA
"SETD3","SETD3",0.666356882842401,10.015133740902,7.01539031888057,4.84689191192272e-09,3.67056561384834e-08,10.251186541012,"UP","SETD3"
"RNF167","RNF167",0.434092728652743,9.11868997243852,7.01384043707842,4.87445913499481e-09,3.69010825806781e-08,10.2455680907572,"NO",NA
"STAT4","STAT4",-1.10440651949882,5.77155402474113,-7.0123548671279,4.90102968893702e-09,3.70888254675447e-08,10.2401827932253,"DOWN","STAT4"
"GP2","GP2",1.03728914804805,5.81118646021952,7.01085860749641,4.92793790691004e-09,3.72789871202761e-08,10.2347587618303,"UP","GP2"
"OTOGL","OTOGL",2.05291804982104,4.92567996897629,7.00753869072604,4.98817111522423e-09,3.7702735152688e-08,10.222723925524,"UP","OTOGL"
"JUP","JUP",0.707379828756981,8.92236673082836,7.00744119119629,4.98995113718954e-09,3.7702735152688e-08,10.2223704869923,"UP","JUP"
"LINC00674","LINC00674",-0.510888318808977,4.84340128704766,-7.00742736093875,4.99020368383706e-09,3.7702735152688e-08,10.2223203519267,"NO",NA
"PRSS16","PRSS16",-1.47739743417763,5.31730970661886,-7.00729423131579,4.99263534396501e-09,3.7702735152688e-08,10.2218377534446,"DOWN","PRSS16"
"MBD5","MBD5",-0.736081861674923,5.81649568373992,-7.00727684278167,4.99295303926846e-09,3.7702735152688e-08,10.2217747195488,"DOWN","MBD5"
"AOC4P","AOC4P",0.409779861098919,6.38890032809771,7.00702367680867,4.99758077180837e-09,3.77240808746198e-08,10.2208569864796,"NO",NA
"GABRB2","GABRB2",0.712158075434096,3.60905236018901,7.00628220487565,5.01115916699919e-09,3.78129506740389e-08,10.2181691348919,"UP","GABRB2"
"HSD3B2","HSD3B2",0.546777694866409,4.27917848593279,7.00383372538972,5.05626029225274e-09,3.81395334324156e-08,10.2092933762116,"NO",NA
"WSCD2","WSCD2",0.458803546202433,4.10957495536106,7.00320369254102,5.06793107547757e-09,3.82138057012342e-08,10.2070095098229,"NO",NA
"MPV17L2","MPV17L2",0.50831057244746,6.87132068618822,7.00094331996312,5.11002463873292e-09,3.85173393693913e-08,10.1988156961758,"NO",NA
"C6orf15","C6orf15",0.492750224191932,6.24125062591477,7.00077733590542,5.11312941002932e-09,3.85268783280159e-08,10.1982140083786,"NO",NA
"CDT1","CDT1",-0.774386352985716,4.82506982661168,-7.00029348598077,5.12219071072873e-09,3.85812760940793e-08,10.1964600666008,"DOWN","CDT1"
"USP1","USP1",-0.736317138747293,7.83807695937989,-7.00002634050883,5.12720055973477e-09,3.86034578419977e-08,10.1954916729608,"DOWN","USP1"
"LOC153684","LOC153684",-0.837372680206548,5.65921617716223,-6.99993524487559,5.128910020517e-09,3.86034578419977e-08,10.1951614543951,"DOWN","LOC153684"
"SH2D6","SH2D6",0.530307729908009,6.09462563692427,6.99984178855152,5.13066437351991e-09,3.86034578419977e-08,10.1948226784795,"NO",NA
"S100A13","S100A13",-0.912645036986907,9.91049592104233,-6.99788675323746,5.16750205048934e-09,3.88666662303771e-08,10.1877357609093,"DOWN","S100A13"
"OSTC","OSTC",-0.888549554762744,9.91044141630534,-6.99748080541499,5.17518421806216e-09,3.89104751671745e-08,10.1862642219561,"DOWN","OSTC"
"L3MBTL2","L3MBTL2",-0.614250815636858,6.84843172943392,-6.99687277118598,5.18671205118037e-09,3.89831565612039e-08,10.1840601333835,"DOWN","L3MBTL2"
"ZNF653","ZNF653",-0.604526424018508,5.12062753331974,-6.99620546297969,5.19939323913716e-09,3.90644512841485e-08,10.1816411838505,"DOWN","ZNF653"
"LRR1","LRR1",-0.75640690686093,6.46432150261928,-6.99453501494323,5.23127375570303e-09,3.92898857514203e-08,10.1755859339801,"DOWN","LRR1"
"DDX47","DDX47",-0.359688750233176,9.59920166264395,-6.99269670920544,5.26658389574654e-09,3.95409078366318e-08,10.1689222414066,"NO",NA
"SRBD1","SRBD1",-0.63940756406731,6.46942465421949,-6.99237985958217,5.27269398089911e-09,3.9572597928303e-08,10.1677736931879,"DOWN","SRBD1"
"HSPB1","HSPB1",-0.613561521119125,11.971333933937,-6.98934691036626,5.33154096365292e-09,3.99999242713602e-08,10.1567796022045,"DOWN","HSPB1"
"SOCS2-AS1","SOCS2-AS1",0.408216337534739,3.61296636121075,6.98862898524774,5.34556644243406e-09,4.00907913604247e-08,10.1541772190284,"NO",NA
"WDR76","WDR76",-0.547834213625079,4.81956742188801,-6.98740412601308,5.36958070675538e-09,4.02422300067666e-08,10.1497372782697,"NO",NA
"TPR","TPR",-1.1587772086932,5.14372431622277,-6.98740309151136,5.36960103446378e-09,4.02422300067666e-08,10.1497335283538,"DOWN","TPR"
"H2BW4P","H2BW4P",-0.748335084326244,4.01162021941399,-6.98622629311419,5.39277476011348e-09,4.04014495350848e-08,10.1454678147799,"DOWN","H2BW4P"
"REM2","REM2",0.359503658951113,4.13702694356045,6.98541436764385,5.40882164017067e-09,4.05071815862191e-08,10.1425247173232,"NO",NA
"BAG1","BAG1",0.669374355096545,8.86761551272071,6.98471712407058,5.4226400650973e-09,4.05961549119346e-08,10.1399973281383,"UP","BAG1"
"PLCE1-AS2","PLCE1-AS2",0.442171452715772,5.02900222339752,6.98448846567166,5.42717945059383e-09,4.0615622705105e-08,10.1391684814211,"NO",NA
"PCDHGA1","PCDHGA1",-0.706938026030661,8.39363872886367,-6.98385740678856,5.43972712538484e-09,4.06949871769415e-08,10.1368810059534,"DOWN","PCDHGA1"
"ANXA2P3","ANXA2P3",-0.484262947387442,6.23999621229287,-6.98129159509369,5.49104406986384e-09,4.1064227108689e-08,10.1275804383399,"NO",NA
"CDC16","CDC16",-0.733645818293798,7.99117452248528,-6.98071158791115,5.50271131742786e-09,4.11367929929198e-08,10.1254780343554,"DOWN","CDC16"
"DHDH","DHDH",1.70439343662842,6.96799071566137,6.9787539010134,5.54227496004256e-09,4.14177786614383e-08,10.1183818563492,"UP","DHDH"
"PM20D1","PM20D1",1.44226052509684,4.79424385032438,6.97803492020641,5.55687644861338e-09,4.15120866508932e-08,10.1157757211955,"UP","PM20D1"
"FSBP","FSBP",-0.857196185701673,5.11011630438649,-6.97674525653055,5.58316418460839e-09,4.16935972103358e-08,10.1111010090893,"DOWN","FSBP"
"ZBTB41","ZBTB41",-0.791419504966541,7.23339959639467,-6.97517672280053,5.61530394573087e-09,4.1911148263887e-08,10.105415485172,"DOWN","ZBTB41"
"EXOC3","EXOC3",-0.945211728802758,8.40775245880221,-6.97509690396802,5.61694439863146e-09,4.1911148263887e-08,10.1051261634978,"DOWN","EXOC3"
"MESP1","MESP1",-0.617533205290497,6.55509735358415,-6.97503102247949,5.61829876951329e-09,4.1911148263887e-08,10.1048873609753,"DOWN","MESP1"
"LOC101928896","LOC101928896",0.631629863798989,4.71035543971593,6.97409607144685,5.6375544467966e-09,4.20398195076712e-08,10.1014984220465,"UP","LOC101928896"
"ZNRF3","ZNRF3",0.831912579375404,8.89182348262863,6.97326999443471,5.65462274346137e-09,4.215209345455e-08,10.0985041290079,"UP","ZNRF3"
"NMD3","NMD3",-1.04372424960749,8.20469734841762,-6.97163978929469,5.68845763259343e-09,4.23892287548682e-08,10.0925951226642,"DOWN","NMD3"
"WDR75","WDR75",-0.469806953643934,7.11603492914663,-6.96985662653309,5.72569909356078e-09,4.26515714483704e-08,10.0861317233758,"NO",NA
"EIF4A2","EIF4A2",-1.16155960645669,4.98818849887374,-6.96860717128104,5.75193925378769e-09,4.28318064518631e-08,10.0816028650795,"DOWN","EIF4A2"
"NOXO1","NOXO1",0.381799552523122,5.54385492260447,6.96848494808549,5.75451254711644e-09,4.28357406980981e-08,10.0811598477043,"NO",NA
"WAPL","WAPL",-0.772793231988521,7.07855655757366,-6.9663678102051,5.79927004510606e-09,4.31535735825352e-08,10.0734859715342,"DOWN","WAPL"
"CDC23","CDC23",-0.667186666519006,7.80779477767574,-6.96624283856788,5.8019228733219e-09,4.315798239612e-08,10.0730329950963,"DOWN","CDC23"
"AMHR2","AMHR2",0.469033020622536,5.82531811117977,6.96307518440318,5.86957086553921e-09,4.36456872277067e-08,10.0615514669239,"NO",NA
"KCNK6","KCNK6",-0.552619307420873,4.14142428745635,-6.96165102783181,5.90024148849922e-09,4.38581825619564e-08,10.0563894841941,"NO",NA
"CEND1","CEND1",0.485025964391088,6.68093951347278,6.96063352274725,5.92225259444506e-09,4.4006181303952e-08,10.0527014604065,"NO",NA
"GOT1","GOT1",1.14432343593137,9.9363915276986,6.96049553279268,5.92524396970232e-09,4.40127962529626e-08,10.0522013063496,"UP","GOT1"
"ATXN2L","ATXN2L",0.555364723095777,6.72658648231557,6.95904544177082,5.95677087973334e-09,4.42312937319299e-08,10.0469453653683,"NO",NA
"MRPL49","MRPL49",0.428794429517504,9.97727173401165,6.95827542594031,5.97358019315644e-09,4.43403913203572e-08,10.04415440729,"NO",NA
"B3GNTL1","B3GNTL1",-0.775380571027854,5.35644403011957,-6.95814218647961,5.9764935987772e-09,4.43463023073277e-08,10.0436714753952,"DOWN","B3GNTL1"
"EPM2AIP1","EPM2AIP1",0.607931645557689,8.18159285307732,6.95567934166569,6.0306026543589e-09,4.47319524790566e-08,10.0347448311626,"UP","EPM2AIP1"
"NUTM2F","NUTM2F",0.587605557428382,7.02387484989712,6.95552834791911,6.03393590412819e-09,4.47408337641675e-08,10.0341975528063,"NO",NA
"UCHL1","UCHL1",0.377971512253138,4.09102925458494,6.95472150817249,6.05177848222082e-09,4.48572554377493e-08,10.0312731586552,"NO",NA
"DYNLT3","DYNLT3",0.571390083574405,10.2085377739539,6.95369655043663,6.07452067098763e-09,4.5009899007845e-08,10.027558206235,"NO",NA
"ZDHHC20","ZDHHC20",-0.586743413119271,8.58466594920961,-6.95314335730729,6.08683064635832e-09,4.50787464490786e-08,10.0255531667518,"NO",NA
"COQ3","COQ3",0.643333789429982,7.67696778372712,6.95308564301086,6.08811637487198e-09,4.50787464490786e-08,10.0253439824394,"UP","COQ3"
"ZNF280C","ZNF280C",-0.421468771656041,3.29918131959565,-6.95280584142765,6.09435349782612e-09,4.510898329292e-08,10.0243298477762,"NO",NA
"ASAP3","ASAP3",0.709524556182615,5.07443680591102,6.95230034642551,6.10563781235071e-09,4.51765437143449e-08,10.0224976947215,"UP","ASAP3"
"MBNL1","MBNL1",-1.23609761815094,6.23302044098766,-6.95032877693782,6.14984979495548e-09,4.54876072227868e-08,10.0153518240828,"DOWN","MBNL1"
"CASP7","CASP7",-0.684739632529379,7.64034515647893,-6.94893968313097,6.18119202922739e-09,4.57032931296245e-08,10.0103171409503,"DOWN","CASP7"
"VSNL1","VSNL1",1.25302290555433,5.76378177653321,6.94863698575207,6.18804298504926e-09,4.57264554498276e-08,10.0092200365355,"UP","VSNL1"
"CEP350","CEP350",-0.672108114340107,8.14380136212914,-6.94860839105256,6.18869056190677e-09,4.57264554498276e-08,10.0091163972069,"DOWN","CEP350"
"NELFE","NELFE",-0.507123842254785,9.25829832255129,-6.94525251074636,6.26516297782301e-09,4.62751653372562e-08,9.99695333419841,"NO",NA
"CORO2B","CORO2B",1.47290208854077,5.32321596583921,6.94402299798089,6.29341654405935e-09,4.64674643455802e-08,9.9924971202341,"UP","CORO2B"
"NME7","NME7",-0.834842018449116,8.23123912851665,-6.94184806367773,6.34370783836362e-09,4.68222861487677e-08,9.9846143929665,"DOWN","NME7"
"FHL1","FHL1",-2.31475269498015,7.6322716083912,-6.94138915716468,6.35437043566752e-09,4.68844654864134e-08,9.98295116214443,"DOWN","FHL1"
"CD300C","CD300C",-0.601667124364145,5.12850445473477,-6.9408799072241,6.36622373388324e-09,4.69553832935395e-08,9.98110547311861,"DOWN","CD300C"
"ACAP1","ACAP1",0.722573251977723,6.71135626479572,6.9403848584647,6.37776768142518e-09,4.70239703001806e-08,9.97931125710391,"UP","ACAP1"
"TLX1","TLX1",0.377276844805305,4.7611176964661,6.94014904109787,6.38327402046852e-09,4.70480087638121e-08,9.97845658021384,"NO",NA
"ANKRA2","ANKRA2",-0.857566595628926,7.43891246077303,-6.93841326049784,6.42395108374963e-09,4.73311654418936e-08,9.9721655837395,"DOWN","ANKRA2"
"PLAUR","PLAUR",-1.60047823931985,6.95906505010149,-6.93796129361248,6.43458514971454e-09,4.73928463892653e-08,9.97052752495053,"DOWN","PLAUR"
"PIK3CD","PIK3CD",-0.764116316813164,7.38618278970143,-6.93393746352052,6.53003895037514e-09,4.80789897692471e-08,9.95594412146768,"DOWN","PIK3CD"
"POP5","POP5",0.596869174921854,9.12099055135747,6.93277719683995,6.55782505415099e-09,4.82666062576601e-08,9.95173905513948,"NO",NA
"CEP120","CEP120",-1.10606527099938,4.73725945077813,-6.93208998308048,6.57433819399003e-09,4.83682056037547e-08,9.94924844729062,"DOWN","CEP120"
"KCTD6","KCTD6",0.716630126652879,6.11960158463909,6.93201064995379,6.57624717427286e-09,4.83682056037547e-08,9.94896092769924,"UP","KCTD6"
"GSAP","GSAP",-1.11886810075038,8.09178935340829,-6.93065517422565,6.60894954927682e-09,4.85916694309237e-08,9.9440484179618,"DOWN","GSAP"
"LRRC19","LRRC19",2.68451787467055,7.39675701311313,6.92889437077875,6.65167387416803e-09,4.88793488819552e-08,9.93766695940737,"UP","LRRC19"
"TENT5A","TENT5A",-1.09034935623232,7.84618001866113,-6.92885042248608,6.65274376581154e-09,4.88793488819552e-08,9.93750768369243,"DOWN","TENT5A"
"MXI1","MXI1",-0.800114148938383,10.6611531479927,-6.92860520589759,6.65871655851354e-09,4.88996102405883e-08,9.93661897964674,"DOWN","MXI1"
"CFAP61","CFAP61",0.444246250698839,5.19151620528179,6.92849657834984,6.66136413644862e-09,4.88996102405883e-08,9.93622529635113,"NO",NA
"FBXO27","FBXO27",0.390176229496706,5.37278004683041,6.92844979216098,6.66250477999899e-09,4.88996102405883e-08,9.93605573590511,"NO",NA
"NRAS","NRAS",-1.06583850756049,7.15742610714233,-6.92742410834272,6.68756000503512e-09,4.90663115325642e-08,9.93233850554369,"DOWN","NRAS"
"SEPTIN12","SEPTIN12",0.562612013550774,6.12013803993636,6.92531552786169,6.7393643909397e-09,4.9429084697834e-08,9.9246967439967,"NO",NA
"LOC100653233","LOC100653233",0.50030213988545,6.29692241702873,6.92229600062124,6.81424882753639e-09,4.99608226077721e-08,9.91375370793322,"NO",NA
"NUP133","NUP133",-0.601340961777163,8.10640163151657,-6.92213254988297,6.81832607132672e-09,4.99732247082158e-08,9.91316135165715,"DOWN","NUP133"
"KIF2A","KIF2A",-0.99048233016729,5.53317896348779,-6.92123173396221,6.840840542966e-09,5.01207019424655e-08,9.9098967422516,"DOWN","KIF2A"
"SWAP70","SWAP70",-1.00291043903024,8.20313047401368,-6.92098341269921,6.84706000178285e-09,5.01487293207501e-08,9.90899681361301,"DOWN","SWAP70"
"FXR2","FXR2",0.38322147295146,7.64750613537805,6.92001186193832,6.87144786592785e-09,5.03097582829747e-08,9.90547587393993,"NO",NA
"AIFM1","AIFM1",1.11414754477805,9.45526887320543,6.91767349023497,6.93050238282602e-09,5.07244002142057e-08,9.89700157665112,"UP","AIFM1"
"LOC375196","LOC375196",0.344706008082149,3.79115613939743,6.91756056873872,6.93336697477647e-09,5.07276416418591e-08,9.89659234936595,"NO",NA
"SLC25A34","SLC25A34",1.26889549255095,7.00844011574771,6.91620956237364,6.96773125583161e-09,5.0961266276503e-08,9.89169631974174,"UP","SLC25A34"
"ACBD3","ACBD3",-0.84310452166837,7.30442235690386,-6.91459590357501,7.00899965024547e-09,5.12452061688279e-08,9.88584847718936,"DOWN","ACBD3"
"PLP2","PLP2",-1.58296376984992,8.80081773989877,-6.9141026385383,7.02166332750194e-09,5.13198819683123e-08,9.88406090998973,"DOWN","PLP2"
"TOX3","TOX3",2.66905928926598,7.11673615837926,6.91155679519457,7.08738787626144e-09,5.17772560837089e-08,9.87483496346952,"UP","TOX3"
"ZNF22","ZNF22",-0.547855500440642,8.97593257920392,-6.91148749300976,7.08918558495618e-09,5.17772560837089e-08,9.87458381891176,"NO",NA
"PLEKHG4","PLEKHG4",-1.15333367845496,5.90531772492839,-6.90835868346249,7.17082410461286e-09,5.23552640360145e-08,9.86324538702829,"DOWN","PLEKHG4"
"SOSTDC1","SOSTDC1",2.39113359577185,7.13387626466676,6.90799064144276,7.18048883291473e-09,5.24075608303362e-08,9.8619116567933,"UP","SOSTDC1"
"TMCO5B","TMCO5B",0.334618248662986,3.48794132605883,6.90438121063394,7.27596490360982e-09,5.30731344616326e-08,9.84883172314231,"NO",NA
"HNRNPAB","HNRNPAB",-0.644465373628753,10.3841708109069,-6.9043517989878,7.27674808678135e-09,5.30731344616326e-08,9.84872514143353,"DOWN","HNRNPAB"
"IQGAP2","IQGAP2",1.5045395737197,8.46830508447673,6.90401871069894,7.28562355837827e-09,5.31193723206926e-08,9.8475180994893,"UP","IQGAP2"
"AMDHD1","AMDHD1",1.87659875734024,6.30766695583245,6.90378666501251,7.29181304461495e-09,5.31460013380478e-08,9.84667721574971,"UP","AMDHD1"
"VAMP4","VAMP4",-0.803699022096836,6.10412042361413,-6.90279702386279,7.31826938619084e-09,5.33202743765355e-08,9.84309097845975,"DOWN","VAMP4"
"SNX33","SNX33",-0.649783597979067,7.61271231422007,-6.89963853012253,7.40334992010185e-09,5.39214084757905e-08,9.83164541259946,"DOWN","SNX33"
"CDK17","CDK17",-0.815796158895358,4.85600240189653,-6.89903515710937,7.41971517442151e-09,5.40218191722654e-08,9.82945896311468,"DOWN","CDK17"
"KLF7","KLF7",-1.25055560346045,6.50021394796727,-6.89869141955702,7.42905451741415e-09,5.40710232718117e-08,9.82821336020752,"DOWN","KLF7"
"GPRC5C","GPRC5C",0.711170379537173,8.92581230421888,6.89813623871047,7.44416360019492e-09,5.41621726062115e-08,9.82620155364764,"UP","GPRC5C"
"GORAB","GORAB",-0.816764200872219,6.53496402126313,-6.8977967452266,7.45341794939221e-09,5.42106756201106e-08,9.82497133500873,"DOWN","GORAB"
"KLHL3","KLHL3",0.453024197637055,3.59147590234936,6.89757121299473,7.45957215469954e-09,5.42366046249536e-08,9.8241540775042,"NO",NA
"ZNF337","ZNF337",-0.710136417737285,7.66305960455637,-6.89641222485191,7.4912782476832e-09,5.44482322880708e-08,9.81995428420925,"DOWN","ZNF337"
"TNFRSF14","TNFRSF14",-1.0501789492791,8.18327108055673,-6.89528455746765,7.52225683249139e-09,5.46544272876161e-08,9.81586800855826,"DOWN","TNFRSF14"
"GK","GK",1.76267019288519,7.3313051580632,6.89517887887294,7.52516652579754e-09,5.4656609991637e-08,9.81548506705837,"UP","GK"
"NPM1","NPM1",-0.445113587166937,12.6345389611328,-6.89504108364137,7.52896219035224e-09,5.46652239172646e-08,9.81498574661322,"NO",NA
"KLHL7","KLHL7",-0.998086182586003,4.11336295428617,-6.89491014313816,7.53257081041679e-09,5.46724742778241e-08,9.81451126553759,"DOWN","KLHL7"
"TRAPPC2L","TRAPPC2L",-0.556530140759289,9.16075427548469,-6.89471298093129,7.53800771257726e-09,5.469298495163e-08,9.81379682147609,"NO",NA
"LRRC25","LRRC25",-0.62950089446405,6.03934573364536,-6.89308458086391,7.58306240740362e-09,5.50008338808461e-08,9.80789611746482,"DOWN","LRRC25"
"NSRP1","NSRP1",-0.441612088134967,7.64575557862683,-6.89254880294023,7.59794513987219e-09,5.50897046884399e-08,9.80595467134476,"NO",NA
"SCO2","SCO2",-0.763287895886601,8.03256120023151,-6.89222388984606,7.6069847326549e-09,5.51361623511841e-08,9.80477731787897,"DOWN","SCO2"
"UCA1","UCA1",0.529014646017103,5.65481326605914,6.88955909116484,7.68153052281358e-09,5.56572189074286e-08,9.79512123462381,"NO",NA
"IL1B","IL1B",-1.08959651064324,6.49399391364638,-6.88814727953663,7.72132044898473e-09,5.59261754650357e-08,9.79000548647105,"DOWN","IL1B"
"PRKCZ","PRKCZ",0.905751256023322,7.90129145670377,6.88684093194721,7.75832154873553e-09,5.61747533637619e-08,9.78527192164672,"UP","PRKCZ"
"ITK","ITK",-1.51261328198547,4.50498655115294,-6.88670861905056,7.7620790631914e-09,5.61825397846131e-08,9.78479248606928,"DOWN","ITK"
"DBIL5P2","DBIL5P2",0.390535722614016,4.40508410262389,6.8855866874317,7.79401367609323e-09,5.63941984363126e-08,9.78072718085992,"NO",NA
"MCOLN3","MCOLN3",0.449284043362987,4.34258178372299,6.88544977320565,7.7979197790102e-09,5.64029784568117e-08,9.78023107537967,"NO",NA
"SHBG","SHBG",0.588673005852858,6.08044625259058,6.88495164569485,7.8121476598925e-09,5.64863848918772e-08,9.77842612482668,"NO",NA
"POC5","POC5",-0.556720569865107,6.8044580059387,-6.88378507447812,7.84556976436743e-09,5.67084713092493e-08,9.77419910502242,"NO",NA
"KCTD10","KCTD10",-0.542147307175119,7.73717189261563,-6.88337756872376,7.85727840732272e-09,5.67735118310414e-08,9.772722531397,"NO",NA
"MAGEC2","MAGEC2",0.589342745000354,4.38782058475966,6.87940488254216,7.97234275736351e-09,5.75850564615495e-08,9.75832788672079,"NO",NA
"LCN12","LCN12",0.539450282588642,4.78686791107538,6.87697468872148,8.04355946129676e-09,5.80794346900321e-08,9.74952245401464,"NO",NA
"WNT10B","WNT10B",0.695534794668457,6.86203627851279,6.87588446968968,8.07571459730929e-09,5.82915209062156e-08,9.74557224829311,"UP","WNT10B"
"GNB2","GNB2",-0.582015286256013,9.54617565811448,-6.87556211005418,8.08524693003572e-09,5.83247736839822e-08,9.74440424232262,"NO",NA
"ADRB2","ADRB2",-1.09486789718819,5.60157776492188,-6.8755403687369,8.08589023622878e-09,5.83247736839822e-08,9.74432546705579,"DOWN","ADRB2"
"IFI44L","IFI44L",-2.20051536899197,7.21484202031214,-6.87423688630284,8.12455276672078e-09,5.85834791065405e-08,9.73960257789805,"DOWN","IFI44L"
"BCKDHB","BCKDHB",1.15367559850799,6.45471365050481,6.87384444595168,8.13622907809391e-09,5.86474846864533e-08,9.7381806605445,"UP","BCKDHB"
"KLF3","KLF3",-0.630945934087134,6.57172793572465,-6.87308308736255,8.15892971152247e-09,5.87908843024634e-08,9.73542206092057,"DOWN","KLF3"
"CROT","CROT",0.565055249116331,8.18688112609814,6.87287886845465,8.16502945570985e-09,5.88146052299705e-08,9.73468212467922,"NO",NA
"IQGAP1","IQGAP1",-0.544319848088126,10.3686157097897,-6.87073874747644,8.22922686237492e-09,5.92566569564e-08,9.72692797712644,"NO",NA
"MGME1","MGME1",-0.59657552255349,8.26457847717196,-6.87043433136863,8.23839936149457e-09,5.929072065508e-08,9.72582501492221,"NO",NA
"GCDH","GCDH",0.843901797585164,7.37857838301888,6.870393897631,8.23961845738950e-09,5.929072065508e-08,9.72567851530056,"UP","GCDH"
"PFKFB4","PFKFB4",-0.483498191503073,5.78307596395627,-6.86873915737609,8.28966466038278e-09,5.96303590800269e-08,9.7196830825274,"NO",NA
"CDKN1B","CDKN1B",-0.835952066092036,9.69730798238859,-6.8650327857932,8.40286605485339e-09,6.04239049951987e-08,9.70625439466987,"DOWN","CDKN1B"
"GPR155","GPR155",1.67143258309443,7.64371997991499,6.86410051387121,8.43158226903798e-09,6.06095929270894e-08,9.70287668812944,"UP","GPR155"
"GTF2E2","GTF2E2",-0.608000684120932,7.81087399757413,-6.86388570424655,8.4382128156586e-09,6.06303483352445e-08,9.70209841555921,"DOWN","GTF2E2"
"B3GNT5","B3GNT5",-0.884230524604096,5.1116564642387,-6.86381946286794,8.44025854516508e-09,6.06303483352445e-08,9.70185841788897,"DOWN","B3GNT5"
"PDZK1IP1","PDZK1IP1",1.25270610674167,12.207856664664,6.86293002296953,8.46777514783001e-09,6.08071601033923e-08,9.69863591611492,"UP","PDZK1IP1"
"NIPSNAP1","NIPSNAP1",0.875538591923889,9.10078480651028,6.86274453641363,8.47352483678747e-09,6.08275958725796e-08,9.69796388752419,"UP","NIPSNAP1"
"UBE2T","UBE2T",-1.05675213573212,5.73563618402408,-6.86208884103234,8.49388130085161e-09,6.09528371390677e-08,9.69558827032802,"DOWN","UBE2T"
"FAM99B","FAM99B",0.35654797067177,5.37831896554528,6.85995886358892,8.56034569560509e-09,6.14087538650137e-08,9.68787131312781,"NO",NA
"TPRG1L","TPRG1L",0.889712796474493,9.16859817131766,6.85744224520256,8.63954527825159e-09,6.19556846776912e-08,9.67875366150776,"UP","TPRG1L"
"TMEM106A","TMEM106A",1.72358292329262,6.83490194512563,6.85729509712259,8.64419872287598e-09,6.1967840741986e-08,9.67822055120141,"UP","TMEM106A"
"CRAT","CRAT",0.478408402165627,8.30564291043396,6.85713571291401,8.64924195238671e-09,6.19827817915308e-08,9.67764311048257,"NO",NA
"RPS6KA3","RPS6KA3",-0.776749369701368,7.44557034090863,-6.85528881822788,8.70789627922296e-09,6.23817726952406e-08,9.67095194365292,"DOWN","RPS6KA3"
"ORC5","ORC5",-0.701235088430854,7.56593722198319,-6.85458456102861,8.73036689497686e-09,6.25213659313095e-08,9.66840048829991,"DOWN","ORC5"
"LRRC41","LRRC41",-1.31876350334464,7.96858606396229,-6.85408719675072,8.7462711264228e-09,6.26138555315032e-08,9.66659859186561,"DOWN","LRRC41"
"MIF","MIF",-0.639302651419063,12.5068743694178,-6.85243468867434,8.79932168709565e-09,6.29721186811044e-08,9.66061177136466,"DOWN","MIF"
"RPUSD4","RPUSD4",-0.550131942496975,7.72644765714513,-6.85199605929301,8.81345697038223e-09,6.30517360514333e-08,9.65902268376726,"NO",NA
"STK17A","STK17A",-1.15818392688409,7.53717955460605,-6.85077831182106,8.85281923019247e-09,6.33117119886793e-08,9.65461099014599,"DOWN","STK17A"
"PLA2G7","PLA2G7",-1.96098884943907,4.65264675700983,-6.84909701547728,8.90745412399225e-09,6.36806967697152e-08,9.6485199867627,"DOWN","PLA2G7"
"LSM3","LSM3",0.475843503930831,10.1435875066546,6.84817068350305,8.9376997964265e-09,6.38751271360443e-08,9.6451640943388,"NO",NA
"AP4M1","AP4M1",-0.682734627881087,6.43156787163068,-6.84762124109018,8.955688125761e-09,6.39818551058376e-08,9.64317359636448,"DOWN","AP4M1"
"DNAJC5G","DNAJC5G",0.331138240871781,5.50206806328619,6.84714781885002,8.97121663395036e-09,6.40503491389832e-08,9.64145850621313,"NO",NA
"MT1E","MT1E",1.8674026431751,11.9966129569642,6.84714251177398,8.97139086140148e-09,6.40503491389832e-08,9.64143928003262,"UP","MT1E"
"GLMP","GLMP",-0.732861085995334,6.77451395102274,-6.84654120106237,8.99115337252438e-09,6.41695705942992e-08,9.63926088872694,"DOWN","GLMP"
"FOXP4","FOXP4",0.82303203680306,6.56023660546074,6.84605715247405,9.00709358826792e-09,6.42614405291036e-08,9.63750731282984,"UP","FOXP4"
"SMC2","SMC2",-0.958980194514352,6.41580723153175,-6.84399520490275,9.07531269858031e-09,6.47261066044133e-08,9.63003749415617,"DOWN","SMC2"
"PDHA1","PDHA1",0.61354248877195,9.76805893581346,6.84175950076625,9.14986420543574e-09,6.52356043265018e-08,9.62193830783472,"UP","PDHA1"
"RBPMS2","RBPMS2",1.17242348071211,6.89072342900034,6.84156094221644,9.15651483748271e-09,6.52608085405752e-08,9.62121900365181,"UP","RBPMS2"
